id,action,Accelerometer MeanX,Accelerometer MeanY,Accelerometer MeanZ,Accelerometer StandardDeviationX,Accelerometer StandardDeviationY,Accelerometer StandardDeviationZ,Accelerometer MedianX,Accelerometer MedianY,Accelerometer MedianZ,Accelerometer MinX,Accelerometer MinY,Accelerometer MinZ,Accelerometer MaxX,Accelerometer MaxY,Accelerometer MaxZ,Accelerometer RangeX,Accelerometer RangeY,Accelerometer RangeZ,Accelerometer InterquartileRangeX,Accelerometer InterquartileRangeY,Accelerometer InterquartileRangeZ,Accelerometer Mean,Accelerometer StandardDeviation,Accelerometer Median,Accelerometer Range,Accelerometer InterquartileRange,Gyroscope MeanX,Gyroscope MeanY,Gyroscope MeanZ,Gyroscope StandardDeviationX,Gyroscope StandardDeviationY,Gyroscope StandardDeviationZ,Gyroscope MedianX,Gyroscope MedianY,Gyroscope MedianZ,Gyroscope MinX,Gyroscope MinY,Gyroscope MinZ,Gyroscope MaxX,Gyroscope MaxY,Gyroscope MaxZ,Gyroscope RangeX,Gyroscope RangeY,Gyroscope RangeZ,Gyroscope InterquartileRangeX,Gyroscope InterquartileRangeY,Gyroscope InterquartileRangeZ,Gyroscope Mean,Gyroscope StandardDeviation,Gyroscope Median,Gyroscope Range,Gyroscope InterquartileRange
20249222221,1,0.6171102995207229,0.45368999440660673,0.628039351166387,0.11631404507085732,0.17078295448479708,0.08245367336435766,0.6009771986970683,0.4788273615635179,0.6351791530944625,0.3615635179153094,0.0,0.4006514657980456,1.0,0.6530944625407166,0.8680781758957653,0.6384364820846906,0.6530944625407166,0.4674267100977197,0.16286644951140072,0.2801302931596091,0.09934853420195444,0.9905014686575279,0.22247333070410458,0.9969462332851527,1.0259733173776016,0.33892269438651507,0.5347318522711193,0.5730926607235508,0.5455326399698128,0.10122735529655673,0.1455553602034521,0.19923599281044166,0.5448516579406633,0.5330715532286213,0.6129144851657942,0.24363001745200696,0.25287958115183246,0.0,0.7670157068062827,1.0,0.8237347294938919,0.5233856893542758,0.7471204188481675,0.8237347294938919,0.12578534031413618,0.17098603839441529,0.3044502617801048,0.9549760273854703,0.2666989335851465,0.9781067304483263,1.2290892582132051,0.37114436417886487
20249222252,1,0.562176344340087,0.39055762301376334,0.568107980388682,0.1275387640573223,0.16536584464153925,0.0746080716454015,0.546783625730994,0.44444444444444436,0.5730994152046783,0.30847953216374263,0.0,0.3260233918128655,1.0,0.6184210526315789,0.7675438596491228,0.6915204678362574,0.6184210526315789,0.44152046783625726,0.1871345029239766,0.27339181286549713,0.08040935672514615,0.8895640372739065,0.2217619517995014,0.9082654552899206,1.027416896538486,0.34092238145278553,0.4827111614349663,0.527331795164056,0.5096184118360368,0.08251657943228899,0.13957489478931806,0.20395356215304977,0.4945933935713227,0.5039253443934232,0.5376981187972152,0.24144571174640786,0.23478003258776475,0.0,0.6818249148274329,1.0,0.8130647311509406,0.4403792030810251,0.7652199674122353,0.8130647311509406,0.10702118204710409,0.15145904310472524,0.33698711302029316,0.8779520563488217,0.2605517082108125,0.8875148700976743,1.2002373507245192,0.3846474873006585
20249222330,2,0.6444716280402465,0.466878257898855,0.6314951345036973,0.09428959767496045,0.19308123452393597,0.06916141501685648,0.6436781609195402,0.4975369458128079,0.6305418719211823,0.23481116584564865,0.0,0.284072249589491,1.0,0.7011494252873564,0.9441707717569787,0.7651888341543513,0.7011494252873564,0.6600985221674878,0.06650246305418717,0.3296387520525451,0.059113300492610876,1.0159257315125738,0.22573035392283183,1.029294729190511,1.2299815150899573,0.3414361825322011,0.49110945673974776,0.5569649010413474,0.5259845788029988,0.08940662308878612,0.092811070012274,0.044426482860476915,0.5156374788358944,0.5289269399099128,0.519375139762962,0.0,0.31722199150241187,0.406957799571926,0.8667220394211417,1.0,0.6938312621793438,0.8667220394211417,0.6827780084975881,0.28687346260741775,0.03473309267482344,0.047854838194422156,0.04634539820464495,0.9099770198360924,0.13631269694461973,0.9029929419139987,1.1400391598776969,0.07512901703149927
20249222357,2,0.6974181244728059,0.4988997689514798,0.6732680529577878,0.08044670776635367,0.20526504322658531,0.07936792948983429,0.6939890710382514,0.5455373406193078,0.6739526411657558,0.45173041894353366,0.0,0.3734061930783242,0.965391621129326,0.7632058287795993,1.0,0.5136612021857923,0.7632058287795993,0.6265938069216759,0.07240437158469948,0.3752276867030965,0.07422586520947183,1.0902214871009361,0.23431747479170295,1.1106052328639642,1.1130816531534005,0.3892912649408243,0.38658827427232756,0.40354563133768573,0.38351516539459307,0.13976564359702978,0.09037455853387637,0.059904118101692376,0.3880400055563272,0.3817891373801916,0.3782817057924711,0.0,0.10584803444922906,0.2419085984164467,1.0,0.6939852757327406,0.5560494513126822,1.0,0.5881372412835115,0.3141408528962355,0.08008056674538133,0.09027295457702461,0.06846437005139605,0.6777783210344145,0.176891207598983,0.6628989668651829,1.2019109326580542,0.13874247174121385
20249222457,2,0.6431878599911387,0.4577758085954807,0.610860655737705,0.09124182554440455,0.19713258126704974,0.08267741091189679,0.6377049180327868,0.5581967213114754,0.6163934426229508,0.3442622950819672,0.0,0.32459016393442625,1.0,0.6885245901639344,0.9360655737704918,0.6557377049180328,0.6885245901639344,0.6114754098360655,0.0540983606557377,0.36188524590163934,0.060655737704918056,0.9981984045787319,0.2324260734099773,1.0479465722424293,1.1304690290962276,0.3708998279097148,0.3525735524383709,0.3738984242159935,0.35132307979595767,0.12033788607667778,0.08313848538636164,0.05391473654126511,0.35730838554630506,0.3568363230623981,0.34853231482276203,0.0,0.04257145309415507,0.04282894172174062,1.0,0.6401596429491031,0.5372071066861214,1.0,0.597588189854948,0.49437816496438075,0.05471633336194309,0.07272980860012018,0.04222813492404087,0.622523933602181,0.15588461564264697,0.6135765790136648,1.265512313115784,0.10033303331778823
20249222526,2,0.6342494602154884,0.4555515374551953,0.6146470394282008,0.08244025266167318,0.19038089106680306,0.09277533085615484,0.6323296354992077,0.5435816164817749,0.6212361331220285,0.38034865293185427,0.0,0.23613312202852618,0.908082408874802,0.6751188589540412,1.0,0.5277337559429477,0.6751188589540412,0.7638668779714738,0.06735340729001582,0.3561806656101426,0.06141045958795566,0.9937759124366432,0.22726315354183452,1.0398346382016281,1.1479464265108124,0.36765798315127457,0.4762773578749073,0.4966793911185994,0.48186704949193165,0.1318690495449772,0.08491240922951745,0.0384937901562075,0.47369956465149676,0.4733853956285624,0.4793994883533055,0.0,0.17315201292581126,0.4082850859476684,1.0,0.8669718594318028,0.6475023562676719,1.0,0.6938198465059915,0.23921727032000356,0.04918989273371932,0.09158027018535969,0.04641847313854852,0.8400752303051823,0.16149716824033425,0.8235950945572946,1.2404075466655913,0.11384755633254692
20249222555,2,0.5891810846534752,0.4290723825682101,0.5808607390163547,0.07670435802914571,0.1816858002331133,0.07994282822459826,0.5867052023121387,0.5245664739884394,0.5780346820809249,0.37427745664739887,0.0,0.3179190751445087,1.0,0.6271676300578035,0.9234104046242776,0.6257225433526011,0.6271676300578035,0.6054913294797689,0.044797687861271696,0.31069364161849716,0.049132947976878616,0.932006790815835,0.21280071506354895,0.9764819884366468,1.0730739431777978,0.31772852934034385,0.6684805613727185,0.6955377519540097,0.6923167041983204,0.08778208935948736,0.06138025838085467,0.038553598369552744,0.6878836528472944,0.6826266251141121,0.6887021122548557,0.0,0.6088393616016621,0.5613057575471402,0.8171058016180314,1.0,0.8560455818931595,0.8171058016180314,0.3911606383983379,0.2947398243460193,0.044810652563981535,0.051861995152202134,0.036704756508326275,1.1874095520242571,0.1138402884679158,1.1888959704673574,0.9526489910379181,0.07774895674356296
20249222647,3,0.6803619572075948,0.3194516147536282,0.42050995238914707,0.23282864798454436,0.1969233584809059,0.08233534583345369,0.8482905982905984,0.46367521367521375,0.3717948717948718,0.3034188034188034,0.0,0.2863247863247863,1.0,0.6196581196581197,0.576923076923077,0.6965811965811965,0.6196581196581197,0.2905982905982907,0.49465811965811973,0.3974358974358974,0.1581196581196581,0.8612609053256581,0.3158593003399214,1.035771726597102,0.9765494944893355,0.6539447791658417,0.7275507756276988,0.8062711716557871,0.6699311603157757,0.10206294522794897,0.06217276020903759,0.20204001698280316,0.7740720817643896,0.7789133942980098,0.7738031199569662,0.42764927380311996,0.6966110812264658,0.0,0.9085529854760624,1.0,0.8526089295320064,0.4809037116729425,0.30338891877353424,0.8526089295320064,0.04585798816568043,0.07221624529316839,0.1576116191500807,1.2760137510707725,0.23473914322716863,1.3433781790839978,1.0248195951742436,0.17933087758095884
20249222714,3,0.621512641673932,0.2668607547639806,0.3811651513264417,0.20417308414584037,0.2444419672359714,0.13605555120741838,0.5506912442396314,0.07142857142857142,0.3709677419354839,0.3778801843317972,0.0,0.11059907834101385,1.0,0.6820276497695853,0.5529953917050692,0.6221198156682028,0.6820276497695853,0.4423963133640553,0.4331797235023042,0.5023041474654378,0.2626728110599079,0.7763887549284959,0.3463374606509821,0.6678173049983294,1.023674400468904,0.7134081125727596,0.5102462156033584,0.6165272415272415,0.5108131090273947,0.16643518740313087,0.07732283962911662,0.16753108096730343,0.5943877551020408,0.6034580498866213,0.5918367346938775,0.0,0.4240362811791383,0.04138321995464855,0.6394557823129251,1.0,0.6989795918367347,0.6394557823129251,0.5759637188208617,0.6575963718820862,0.11805555555555547,0.06079931972789121,0.08049886621315183,0.9494140679582178,0.24848773857938858,1.0333097995864158,1.0830839723880483,0.15528599079926078
20249222737,3,0.7044882550335572,0.28967152813629327,0.43601574599896753,0.2415856689937738,0.228876317118065,0.10396721885022232,0.810096153846154,0.22596153846153846,0.38701923076923084,0.37980769230769235,0.0,0.28365384615384615,1.0,0.6250000000000001,0.6442307692307694,0.6201923076923077,0.6250000000000001,0.36057692307692324,0.5048076923076923,0.466346153846154,0.21153846153846156,0.8776804808425888,0.34865052215097614,0.9257960252266392,0.9514616208635699,0.7190674948363176,0.6820063885177954,0.7779026650224369,0.6377470626520056,0.12766450910819868,0.07312188405472517,0.2273252115661756,0.743979721166033,0.7528517110266159,0.7522179974651457,0.35487959442332057,0.670468948035488,0.0,0.8846641318124208,1.0,0.8390367553865653,0.5297845373891001,0.32953105196451205,0.8390367553865653,0.08634347275031684,0.05782636248415707,0.10979087452471481,1.215313369526295,0.27077996348909666,1.2985081593938734,1.0455835916630654,0.15117248299090513
20249222834,3,0.6809721581295185,0.3552786750756294,0.2963475704592456,0.2273438513948369,0.24002013764717015,0.16350592237588588,0.8527918781725887,0.5431472081218274,0.18274111675126903,0.3350253807106599,0.0,0.08629441624365486,1.0,0.649746192893401,0.5482233502538071,0.6649746192893401,0.649746192893401,0.4619289340101522,0.4873096446700508,0.4873096446700507,0.350253807106599,0.8232666030078993,0.36882120315295513,1.0274517959102354,1.0381424273933837,0.7730582830353536,0.6698168930891908,0.7621885027378235,0.658512396034546,0.1676508319146775,0.04445754533941123,0.21126572398861726,0.7489663319551093,0.7560543414057885,0.7566450088600117,0.15888954518606022,0.6904902539870054,0.0,0.8659184878913171,1.0,0.9013585351447135,0.7070289427052568,0.30950974601299464,0.9013585351447135,0.11503248670998223,0.024217365623153908,0.1665682220909629,1.2096381937193206,0.27334315596283704,1.3057872732545677,1.1866479754241213,0.203872328693602
2024922284,3,0.6839641839641839,0.31716431716431714,0.2817182817182817,0.27347393738865056,0.21495799371989388,0.17191475220937122,0.8846153846153847,0.48901098901098905,0.1648351648351648,0.2637362637362637,0.0,0.09890109890109884,1.0,0.598901098901099,0.5659340659340659,0.7362637362637363,0.598901098901099,0.4670329670329671,0.5934065934065933,0.43956043956043955,0.3516483516483516,0.804838741166453,0.3880072364301251,1.024132197344643,1.057774365305568,0.8179250138869624,0.615799268181604,0.7209530128617868,0.6072247436279975,0.14279902067539238,0.0630950275278912,0.18731268734342202,0.6937826844857641,0.7013364323067983,0.7013364323067983,0.19058686809994166,0.6188262638001162,0.0,0.7176060429982568,1.0,0.7536316095293434,0.5270191748983152,0.3811737361998838,0.7536316095293434,0.12158628704241714,0.041400348634514805,0.14264962231260891,1.1259235652217134,0.24384131242349205,1.2104048892225816,0.995491451877347,0.1919534548002468
2024922290,3,0.7446169007144616,0.47374558594070787,0.3961074156196107,0.1279857894434303,0.25560093659475275,0.21067005868507027,0.8146341463414634,0.6585365853658537,0.26829268292682923,0.5463414634146341,0.09268292682926822,0.0,1.0,0.8878048780487805,0.7853658536585366,0.4536585365853659,0.7951219512195122,0.7853658536585366,0.24878048780487794,0.5121951219512195,0.4487804878048781,0.9673625451384615,0.3550972750021378,1.081332599324962,1.2061610627195283,0.725010000136165,0.6145558668424522,0.6927042757835441,0.6395154161922455,0.20407299289332537,0.06664198644692315,0.15035734491088984,0.7003880266075388,0.7056541019955653,0.7078713968957872,0.0,0.48891352549889133,0.13414634146341461,1.0,0.9029933481152993,0.9334811529933482,1.0,0.41407982261640797,0.7993348115299336,0.13761086474501105,0.07067627494456752,0.12001108647450098,1.1253879751920326,0.2620959212858594,1.2204806487698046,1.3455104014542698,0.1957921009966949
