id,action,Accelerometer MeanX,Accelerometer MeanY,Accelerometer MeanZ,Accelerometer StandardDeviationX,Accelerometer StandardDeviationY,Accelerometer StandardDeviationZ,Accelerometer MedianX,Accelerometer MedianY,Accelerometer MedianZ,Accelerometer MinX,Accelerometer MinY,Accelerometer MinZ,Accelerometer MaxX,Accelerometer MaxY,Accelerometer MaxZ,Accelerometer RangeX,Accelerometer RangeY,Accelerometer RangeZ,Accelerometer InterquartileRangeX,Accelerometer InterquartileRangeY,Accelerometer InterquartileRangeZ,Accelerometer Mean,Accelerometer StandardDeviation,Accelerometer Median,Accelerometer Range,Accelerometer InterquartileRange,Gyroscope MeanX,Gyroscope MeanY,Gyroscope MeanZ,Gyroscope StandardDeviationX,Gyroscope StandardDeviationY,Gyroscope StandardDeviationZ,Gyroscope MedianX,Gyroscope MedianY,Gyroscope MedianZ,Gyroscope MinX,Gyroscope MinY,Gyroscope MinZ,Gyroscope MaxX,Gyroscope MaxY,Gyroscope MaxZ,Gyroscope RangeX,Gyroscope RangeY,Gyroscope RangeZ,Gyroscope InterquartileRangeX,Gyroscope InterquartileRangeY,Gyroscope InterquartileRangeZ,Gyroscope Mean,Gyroscope StandardDeviation,Gyroscope Median,Gyroscope Range,Gyroscope InterquartileRange
20249221557,0,0.6621821047352963,0.3315423740955656,0.7526327100795186,0.09001869422651193,0.1019741166281795,0.11011339822247863,0.6595744680851063,0.3276595744680851,0.7659574468085106,0.43829787234042555,0.0,0.24255319148936166,0.9872340425531915,0.5829787234042553,1.0,0.548936170212766,0.5829787234042553,0.7574468085106383,0.08085106382978724,0.1404255319148936,0.08085106382978713,1.0558700118547886,0.17500584630361915,1.0625865075426895,1.102234448124747,0.1810887049442826,0.5451847701462493,0.543367937204609,0.5534554585402043,0.1094108003148675,0.1504532210491541,0.11437687905856801,0.5466872110939908,0.5562403697996918,0.560246533127889,0.07827426810477657,0.0,0.16548536209553147,0.807704160246533,1.0,0.885362095531587,0.7294298921417565,1.0,0.7198767334360555,0.08412942989214178,0.12727272727272732,0.11186440677966103,0.9480443520054104,0.21837803326521588,0.9602845586858316,1.4318835423638685,0.18918180035505608
20249221636,0,0.5703224504722632,0.3567636414078361,0.7204000050441998,0.09358470268528994,0.10349989411089555,0.10916461758308196,0.5655430711610486,0.3595505617977528,0.7265917602996255,0.36329588014981273,0.0,0.30337078651685395,0.9213483146067415,0.5992509363295879,1.0,0.5580524344569288,0.5992509363295879,0.696629213483146,0.1123595505617977,0.1348314606741573,0.08988764044943831,0.9856592517756576,0.17716443884064667,0.9884589814264723,1.0750890499736936,0.19719021095263198,0.5035588335378492,0.49775591119543816,0.510185404786702,0.13463045156136388,0.181270654154428,0.1463677875085233,0.5118275467378863,0.5129721480351012,0.5211751239984739,0.061808470049599336,0.06867607783288822,0.0,0.8519648988935522,1.0,0.9057611598626478,0.7901564288439529,0.9313239221671118,0.9057611598626478,0.10969095764975212,0.20745898512018318,0.14259824494467754,0.8727093406291532,0.2690872307734635,0.8925981022466346,1.5205639443179921,0.27460079416949684
20249221714,0,0.6327830544248454,0.28718779838182823,0.6688275792753404,0.10283220624551685,0.09148006035929192,0.09231268066752366,0.6268656716417911,0.28731343283582084,0.6716417910447761,0.42537313432835816,0.0,0.1380597014925373,1.0,0.4962686567164179,0.9029850746268656,0.5746268656716418,0.4962686567164179,0.7649253731343283,0.08582089552238792,0.10820895522388058,0.05597014925373134,0.9644799408520377,0.16572475704216436,0.9626070197378845,1.0777705882308277,0.1490203399083272,0.562902558582282,0.541460197854207,0.5787558048502748,0.11794586383079823,0.18880638329647526,0.16201614849663942,0.5706056616194864,0.575213956550362,0.5915075707702435,0.09710335747202105,0.013495720868992755,0.0,0.8627386438446345,1.0,0.8956550362080316,0.7656352863726135,0.9865042791310072,0.8956550362080316,0.08607636603028301,0.1461487820934826,0.11841672152732063,0.9721094166639297,0.27533308835295084,1.0031665480671932,1.5367452711388028,0.20686016347684374
2024922180,0,0.6304636533084809,0.2898998136067101,0.6495689655172413,0.08578832068880984,0.09748019597122075,0.09898319690896955,0.6241379310344827,0.29655172413793096,0.6620689655172414,0.4344827586206896,0.0,0.15172413793103443,1.0,0.5551724137931033,0.8275862068965517,0.5655172413793104,0.5551724137931033,0.6758620689655173,0.0724137931034482,0.1387931034482759,0.06206896551724139,0.9505083697871475,0.16327797721528006,0.9569881907036546,1.0415448600998785,0.16840379887880594,0.5827267888012818,0.5764127524560443,0.5860656385714889,0.1551788680015687,0.15199947518422322,0.17279947791180394,0.6025741029641186,0.6029641185647426,0.5955538221528862,0.0,0.19422776911076453,0.1622464898595945,0.8904056162246491,0.966848673946958,1.0,0.8904056162246491,0.7726209048361934,0.8377535101404054,0.14274570982839319,0.14021060842433686,0.17550702028081122,1.0076185311390486,0.2775679756332124,1.0398777009439528,1.4462351702772498,0.2661542157415201
20249221844,0,0.589266484003326,0.2885399201188675,0.6706198285145654,0.11045156499854832,0.1066575774693202,0.09352451965369486,0.5789473684210525,0.28744939271255066,0.6842105263157895,0.30364372469635625,0.0,0.3724696356275304,0.902834008097166,0.5020242914979757,1.0,0.5991902834008097,0.5020242914979757,0.6275303643724697,0.14574898785425083,0.14979757085020237,0.09716599190283404,0.9382010600445673,0.17978382246105165,0.9412498356407856,1.002422936282601,0.2304849445747413,0.5865544235863968,0.5452307587351761,0.6145152304176285,0.1402350500320841,0.14772204107818415,0.2160452896526981,0.5992848127892301,0.5319730753050065,0.6409339503575936,0.2002524190155658,0.21455616323096335,0.0,0.996634413125789,0.9604543542280186,1.0,0.7963819941102233,0.7458981909970552,1.0,0.17501051745898194,0.18994530921329417,0.3197307530500632,1.009431345122063,0.29692294936384434,1.0261257078985395,1.4800636445354824,0.41101782949083254
20249221915,0,0.6281556624904264,0.24768428201904594,0.6670423837805812,0.0847698035807306,0.10862966054628168,0.11333773289788435,0.630901287553648,0.24034334763948495,0.6866952789699571,0.36051502145922737,0.0,0.2145922746781116,0.8755364806866952,0.4806866952789699,1.0,0.5150214592274678,0.4806866952789699,0.7854077253218884,0.11587982832618027,0.1373390557939914,0.07296137339055797,0.9491430775377109,0.17841458586098896,0.9629910516463963,1.0550697121414823,0.19394203481021463,0.5872899479587378,0.5539282545651973,0.6009706423719163,0.19791029426081447,0.12316332743998466,0.16625642762774515,0.6276335129838315,0.548015678588927,0.5835374816266538,0.0,0.33953944145026954,0.08133268005879477,1.0,0.950514453699167,0.9279764821166097,1.0,0.6109750122488975,0.8466438020578149,0.14637432631063207,0.17491425771680535,0.23456638902498772,1.0064351480209428,0.28631955840988355,1.017232030100746,1.4457164981957744,0.32717248022371054
20249221955,1,0.6599209486166008,0.48056214317083884,0.6719894598155468,0.12476128071694884,0.19268752633435646,0.0855166876012129,0.657391304347826,0.5217391304347826,0.6782608695652174,0.3460869565217391,0.0,0.38956521739130434,1.0,0.7373913043478261,0.928695652173913,0.653913043478261,0.7373913043478261,0.5391304347826087,0.1704347826086957,0.3165217391304348,0.0765217391304347,1.0573577757671122,0.244963188722857,1.0790796330402794,1.123392108690316,0.3675453754634585,0.5201700380759354,0.5618475683546671,0.5279832298625527,0.10989911894016802,0.12155854037001833,0.20991812693434272,0.5299417546414271,0.5480524208227158,0.5465962868583909,0.19075354932653807,0.29031670913724067,0.0,0.787950491445213,1.0,0.9233709501274119,0.5971969421186749,0.7096832908627593,0.9233709501274119,0.13514743356388786,0.14838915180196577,0.33131598107025845,0.9300622826424398,0.2663079328453011,0.9380656800509515,1.3087812928617566,0.38736862093354973
20249222043,1,0.6313901590865529,0.44278086580323645,0.6322116042824676,0.14029474502626696,0.18304511975045384,0.10860442875443459,0.6106623586429726,0.492730210016155,0.6429725363489499,0.3392568659127625,0.0,0.11793214862681745,1.0,0.6768982229402261,0.9547657512116317,0.6607431340872375,0.6768982229402261,0.8368336025848142,0.19951534733441023,0.3206785137318256,0.08642972536348947,0.997196039253174,0.2549177382833927,1.0144482533007608,1.2629581037699311,0.3874418413357433,0.38158470353496016,0.40964271614686143,0.3993017395603262,0.08571909496240183,0.13564062051204195,0.180907012381818,0.38853796552177916,0.38228714304513756,0.4445321752862219,0.07487827345703385,0.06263982102908276,0.0,0.5902092380576391,1.0,0.7672062113435978,0.5153309646006052,0.9373601789709173,0.7672062113435978,0.11004737465455977,0.13468877483879454,0.309086721937097,0.6876451992706298,0.24181292004973656,0.7033591296443923,1.3163644931859784,0.3546633508184302
20249222111,1,0.6439866669659491,0.45146573589818406,0.6546429934232677,0.13722100036863383,0.17887097431315693,0.08443489649325678,0.6162207357859532,0.4782608695652174,0.6538461538461539,0.35451505016722407,0.0,0.3846153846153846,1.0,0.7207357859531772,0.8929765886287626,0.6454849498327759,0.7207357859531772,0.508361204013378,0.2236622073578597,0.3043478260869566,0.09364548494983282,1.0232778639050966,0.24073570599255448,1.0178291838364961,1.0929510544210554,0.38912961734560375,0.3905406310166621,0.4149185172049393,0.37931073481086874,0.0687187111055216,0.14489997313812938,0.167616096581044,0.39508569898232465,0.38236475629351907,0.4053963577932512,0.18358328869844667,0.016871987145152624,0.0,0.5736475629351901,1.0,0.7600428494911623,0.3900642742367435,0.9831280128548474,0.7600428494911623,0.07538832351365832,0.13437332619175157,0.27269683985002685,0.6845115002227496,0.23197719565616925,0.6831117941506998,1.3024423061150938,0.31321423431610845
20249222143,1,0.6276512524619269,0.44336874809287363,0.6378873200366169,0.13795316092314208,0.18385642332474925,0.08870874657968929,0.5990180032733224,0.4909983633387889,0.646481178396072,0.2945990180032733,0.0,0.23404255319148942,1.0,0.7184942716857611,0.8592471358428805,0.7054009819967266,0.7184942716857611,0.625204582651391,0.19312602291325687,0.3019639934533552,0.08265139116202946,0.9987102555626255,0.24638080429732198,1.008880505841649,1.1852026552516235,0.3678466617078488,0.3809942092039404,0.41008197500399024,0.3932816722829079,0.057499899306199066,0.12772017855235276,0.14289960881524846,0.3886361231615702,0.3894825944344514,0.43043064226007827,0.19214897894402708,0.0,0.05734842873769975,0.5056607766373928,1.0,0.695058723944556,0.3135117976933658,1.0,0.6377102952068563,0.05983493810178819,0.12755263993228227,0.22727753676859586,0.684101079829399,0.20009742784258608,0.6985737365445899,1.226769769722804,0.2674041407512975
